GeneID,Acc_num,Main_Role,Subrole,Product,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hotlake_ucc_124538,CY41DRAFT_0125,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA repair protein radc ,,9.76160799765832,0.00394926881468207,0.481579188018832,0.00820066338607565,0.993456890634302,0.996376246763112
hotlake_ucc_124539,CY41DRAFT_0132,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Nucleotidyltransferase/DNA polymerase involved in DNA repair ,,800.375384081436,-0.366461098207216,0.334395156811757,-1.09589236190257,0.273125882071109,0.512467639092191
hotlake_ucc_124540,CY41DRAFT_0143,Mobile and extrachromosomal element functions,Selfish genetic elements,IS3 family transposase,,138.723429846996,0.532301056044478,0.249947356847373,2.12965267070026,0.0332002991571556,0.132735698659976
hotlake_ucc_124541,CY41DRAFT_0145,,,transcriptional regulator-like protein,,99.7950971909754,0.105063003956851,0.252989167317866,0.415286571637456,0.677932130286167,0.837117455043403
hotlake_ucc_124542,CY41DRAFT_0180,,,hypothetical protein,,60.1859867127508,0.76026554443715,0.431107872118216,1.76351580104915,0.077813534678002,0.239259093563983
hotlake_ucc_124543,CY41DRAFT_0217,,,transposase,,36.2304247618558,0.227517212364919,0.414609109884135,0.548751117476651,0.58317626078599,0.775976833552665
hotlake_ucc_124544,CY41DRAFT_0235,,,hypothetical protein ,,122.148808492093,0.268646493081747,0.20044733181118,1.34023481706811,0.180169015535996,0.399012063819434
hotlake_ucc_124545,CY41DRAFT_0237,,,hypothetical protein ,,55.1268976213829,-0.173232471087387,0.364529773596965,-0.475221733956135,0.634628937457927,0.807000209964197
hotlake_ucc_124546,CY41DRAFT_0477,,,hypothetical protein ,,409.976924551299,0.619513225169246,0.259998189523582,2.38275976576774,0.0171834038662166,0.088160032588173
hotlake_ucc_124547,CY41DRAFT_0483,,,toxin-antitoxin system AbiEii family toxin component,,130.081023996911,-0.210647633007934,0.254345217106785,-0.828195770315962,0.407559638834531,0.638073874927639
hotlake_ucc_124548,CY41DRAFT_0515,,,toxin-antitoxin system toxin component,,355.119441695723,-0.306550710883114,0.30225786365877,-1.0142025989742,0.310486088737616,0.550011468251441
hotlake_ucc_124549,CY41DRAFT_0637,Regulatory functions,DNA interactions,LysR family transcriptional regulator,,1108.14056713996,-0.0725889417693457,0.174963375624069,-0.414880780108588,0.678229180431698,0.837117455043403
hotlake_ucc_124550,CY41DRAFT_0641,,,hypothetical protein,,471.112769574152,-0.953639043105071,0.213123979047397,-4.47457412989173,7.6563760767864e-06,0.000346612943303556
hotlake_ucc_124551,CY41DRAFT_0747,,,IS30 family transposase,,70.3056933708433,-0.355896985541396,0.310619194256697,-1.14576623763721,0.251891888449046,0.487216816555687
hotlake_ucc_124552,CY41DRAFT_0923,,,hypothetical protein,,1050.55807047668,0.543660527334032,0.227673891375731,2.38789140049803,0.0169453482631671,0.0877609614904236
hotlake_ucc_124553,CY41DRAFT_1011,,,Uncharacterized conserved protein ,,83.8051766834431,0.132662988753684,0.210397600973278,0.630534702582152,0.528344805469992,0.733919748094865
hotlake_ucc_124554,CY41DRAFT_1021,,,hypothetical protein,,157.398538264059,0.136747370979439,0.258481249692124,0.529041743423626,0.59677649267886,0.783383911351135
hotlake_ucc_124555,CY41DRAFT_1342,Mobile and extrachromosomal element functions,Bacteriophage and virus functions,Phage protein D ,,4.32206923998594,0.317820157911685,0.819650122669299,0.387751003899885,0.698200307307644,0.850145433050656
hotlake_ucc_124556,CY41DRAFT_1345,,,hypothetical protein,,1.801795805845,-0.0398763220760432,0.969181493049932,-0.0411443288610019,0.967180835183921,0.987728363399977
hotlake_ucc_124557,CY41DRAFT_1351,,,hypothetical protein,,1031.32805157608,-0.141863955082403,0.4056645287799,-0.349707566271768,0.726558174744645,0.867029765849074
hotlake_ucc_124558,CY41DRAFT_1418,,,hypothetical protein,,218.369382551655,-0.705475490542018,0.256538780918108,-2.74997599979716,0.00595996297920307,0.0446857151957147
hotlake_ucc_124559,CY41DRAFT_1478,Transport and binding proteins,Unknown substrate::Anions,nitrate/nitrite uptake transporter NarK,narK,120.103969754496,-0.0679370993205295,0.206045218456017,-0.329719368542549,0.74161201744377,0.877358152581946
hotlake_ucc_124560,CY41DRAFT_1513,,,Archaeal fructose-1_6-bisphosphatase and related enzymes of inositol monophosphatase family ,,23.0770565808523,-0.355244182407564,0.346740573113657,-1.02452441379313,0.305587645534479,0.545486733373
hotlake_ucc_124561,CY41DRAFT_1546,,,ABC-type Fe3+-hydroxamate uptake system substrate-binding component,,73.7961716899583,-0.339150504255554,0.278552351515135,-1.21754672832883,0.223396268814245,0.455739070808738
hotlake_ucc_124562,CY41DRAFT_1552,Mobile and extrachromosomal element functions,Selfish genetic elements,transposase,,853.613333397418,-0.319672742481501,0.358820442219326,-0.890898914521999,0.372983402695999,0.607923759981587
hotlake_ucc_124563,CY41DRAFT_1564,,,toxin-antitxoin system antidote component,,90.7016701186399,0.412854789488645,0.206660847997281,1.99774071136143,0.045744778055064,0.166802272972151
hotlake_ucc_124564,CY41DRAFT_1574,,,hypothetical protein,,19.8046308810706,1.38146434929847,0.632563076376158,2.18391556651178,0.028968452945811,0.121798979845007
hotlake_ucc_124565,CY41DRAFT_1746,,,Protein of unknown function (DUF3265) ,,129.827761879277,-0.0132094788054328,0.303996887560629,-0.0434526777936115,0.96534068651767,0.986734879630071
hotlake_ucc_124566,CY41DRAFT_1889,,,hypothetical protein,,5.52124837088326,0.163485392723247,0.598592179559337,0.273116486158572,0.784763674208666,0.901788327089037
hotlake_ucc_124567,CY41DRAFT_1940,,,hypothetical protein,,59.3820254784958,0.353853876088519,0.300695149943205,1.17678611096772,0.239280887574035,0.47273442865771
hotlake_ucc_124568,CY41DRAFT_1942,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,Predicted nucleoside-diphosphate sugar epimerases /putative xylose isomerase,,797.464396767133,0.389543333676777,0.1744736076444,2.23267770372879,0.0255702058118453,0.112837844583452
hotlake_ucc_124569,CY41DRAFT_2077,,,DNA-3-methyladenine glycosylase I (EC 3.2.2.20) ,,5.06657979061954,0.0498718936110464,0.609819270358802,0.0817814326885784,0.934820521176911,0.971541546521559
hotlake_ucc_124570,CY41DRAFT_2086,,,hypothetical protein ,,297.658527433618,0.290225376469399,0.352661877838217,0.822956476748926,0.410532744214558,0.640166572485643
hotlake_ucc_124572,CY41DRAFT_2229,,,IS1380 family transposase,,66.5832984186058,0.326488588458399,0.397051627091622,0.822282459462281,0.410916157317245,0.640391253389844
hotlake_ucc_124573,CY41DRAFT_2231,,,ISL3 family transposase,,79.8444799126727,0.122067220856037,0.228536173420062,0.534126475600299,0.593254033413541,0.781458482785279
hotlake_ucc_124574,CY41DRAFT_2241,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,DnaJ-class molecular chaperone with C-terminal Zn finger domain,,57.9908847256966,0.362261986134977,0.242217173829644,1.49560817842653,0.134755790668054,0.333035129290418
hotlake_ucc_124575,CY41DRAFT_2251,,,type 11 methyltransferase,,314.86064186006,-0.041714533737246,0.226740491988309,-0.183974787085656,0.854033234288714,0.932634639018452
hotlake_ucc_124577,CY41DRAFT_2432,,,hypothetical protein,,68.9500400555775,0.169503313901538,0.286469282142467,0.591698043971223,0.554052806615753,0.7554863080222
hotlake_ucc_124578,CY41DRAFT_2509,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,Lipopolysaccharide biosynthesis proteins_ LPS:glycosyltransferases ,,538.086678960514,0.715471317778348,0.223040621803498,3.20780722360382,0.00133751119266674,0.0161304795073201
hotlake_ucc_124579,CY41DRAFT_2517,,,hypothetical protein,,503.264230963325,-0.261193286658987,0.218365776358275,-1.19612739237326,0.231646849556607,0.465168823107598
hotlake_ucc_124580,CY41DRAFT_2802,Mobile and extrachromosomal element functions,Bacteriophage and virus functions,Site-specific recombinase XerD ,,35.0432810848413,0.857814516262225,0.349731572406782,2.45277974292947,0.0141757108120599,0.0786679916272657
hotlake_ucc_124581,CY41DRAFT_2885,,,hypothetical protein,,175.973148507182,0.286805968137017,0.252957641977091,1.1338102533506,0.256874149113663,0.492308284613813
